text,intent,target,metadata
tìm phòng b301 giúp mình nha,navigation,building_b,
hướng đi tới toà c từ nhà điều hành,navigation,building_c,
vị trí bãi giữ xe máy cho sinh viên,navigation,,
chỉ đường đi toilet nam toà d,navigation,building_d,
chỗ đăng ký học phần nộp hồ sơ ở đâu,navigation,building_ndh,
cầu thang bộ toà nhà điều hành ở đâu,navigation,building_ndh,
lối thoát hiểm gần nhất nằm đâu,navigation,,
cho mình bản đồ của toà f,navigation,building_f,
đi từ toà h sang sân banh s dợ,navigation,,
tìm chỗ sạc điện thoại ở thư viện,navigation,,
vị trí máy bán nước tự động toà a,navigation,,
chỉ đg đi trung tâm tiếng anh của trg,navigation,,
phòng họp 2 toà nhà điều hành ở khúc nào,navigation,building_ndh,
tầng trệt toà b có gì không chỉ đường tớ,navigation,,
đường ra bến xe buýt đi cổng nào,navigation,,
tìm đường đến phòng máy thực hành mạng,navigation,,
chỗ nộp giấy khám sức khoẻ ở đâu,navigation,,
chỉ lối đi xe lăn lên thư viện,navigation,building_c,
đi hướng nào tới khu c,navigation,building_c,
map đường đi khu nhà xe gv,navigation,,
toà a ở cổng 1 hay cổng 2,navigation,building_a,
tới phòng tiếp sinh viên đi sao,navigation,,
chỉ đường vào hội trường toà a,navigation,building_a,
tìm đường tới sân bóng rổ,navigation,,
cho hỏi cầu thang máy toà d ở đâu,navigation,building_d,
đi tới sảnh toà nhà điều hành sao ta,navigation,building_ndh,
vị trí của văn phòng đoàn hội,navigation,building_ndh,
chỉ tui đường đi lấy xe máy,navigation,,
từ phòng a201 đi y tế sao,navigation,building_e,
tôi đang ở lầu 1 toà c muốn đi toà a,navigation,building_a,
đường xuống tầng hầm bãi giữ xe,navigation,,
định vị tui đang ở lầu mấy,navigation,,
đi từ sân tập gym qua thư viện có xa hk,navigation,,
hello bot,general_chat,,
cảm ơn b nha,general_chat,,
chao buoi sang,general_chat,,
bot tên gì dợ,general_chat,,
hnay trời nóng quá ta,general_chat,,
cậu là ai vậy,general_chat,,
chào ad nha,general_chat,,
tks bạn nhiều,general_chat,,
ok cám ơn bot,general_chat,,
bot dễ thương ghê,general_chat,,
nay trường đông người quá,general_chat,,
hi b,general_chat,,
bot có ăn cơm chưa,general_chat,,
chúc một ngày tốt lành nhé,general_chat,,
bye bye,general_chat,,
mày ngu quá bot ơi,general_chat,,
bot xịn thật đấy,general_chat,,
hỏi cái này xíu nè,general_chat,,
tôi đang buồn quá bot an ủi được ko,general_chat,,
alo bot nghe rõ trả lời,general_chat,,
xin chào,general_chat,,
bot biết hát không,general_chat,,
trời hnay mưa to buồn ghê,general_chat,,
cảm ơn mng nhiều,general_chat,,
ai tạo ra cậu vậy,general_chat,,
chúc ngủ ngon nha,general_chat,,
bạn nhiêu tuổi rồi,general_chat,,
bot có giới tính hong,general_chat,,
alo alo có ai ở đó không,general_chat,,
cậu thông minh thật sự,general_chat,,
để đó mình lo,general_chat,,
rất vui được làm quen,general_chat,,
bot dạo này rep nhanh nhở,general_chat,,
tui mệt mỏi với bài tập quá,general_chat,,
cậu trả lời sai rồi kìa,general_chat,,
xin lỗi nha tui nhầm,general_chat,,
khen bot một câu nè giỏi lắm,general_chat,,
mình đi đây tạm biệt,general_chat,,
cuối tuần vui vẻ nha bot,general_chat,,
bạn có biết kể chuyện cười ko,general_chat,,
trời lạnh quá muốn ngủ luôn,general_chat,,
hello ngày mới,general_chat,,
bạn hiểu tiếng anh ko,general_chat,,
tui stress quá có cách nào giải toả k,general_chat,,
thank u,general_chat,,
mình chưa hiểu ý bạn lắm,general_chat,,
tốt lắm,general_chat,,
chán quá chả muốn đi học,general_chat,,
hey,general_chat,,
cho xin 1 tràng pháo tay,general_chat,,
cậu đang làm gì đó,general_chat,,
thời tiết nay s bot,general_chat,,
bụng tui đói r cồn cào luôn,general_chat,,
cậu có ngủ bao giờ ko,general_chat,,
cám ơn sự hỗ trợ nhiệt tình của cậu,general_chat,,
bot biết chơi game không,general_chat,,
haizz sầu quá,general_chat,,
bot làm tui cười đi,general_chat,,
chúc mừng sinh nhật tui đi bot,general_chat,,
cậu là ai tạo ra v,general_chat,,
chào ban nha,general_chat,,
cam on bot nhieu,general_chat,,
chao buổi chiều tà,general_chat,,
bot ten la gi v,general_chat,,
nay toi buon qua bot oi,general_chat,,
bye bot nhe,general_chat,,
bot biet yeu khong,general_chat,,
alo co ai hong,general_chat,,
bot ngu ngoc,general_chat,,
bot tra loi dung roi do,general_chat,,
chào mừng ngày mới,general_chat,,
hiểu rồi nha tks,general_chat,,
không có chi,general_chat,,
đúng rồi nha,general_chat,,
có gì mới không kể nghe đi,general_chat,,
dạo này bạn khỏe không,general_chat,,
bot nói tiếng con người xem nào,general_chat,,
chúc cuối tuần tốt lành,general_chat,,
cậu có cảm xúc khong,general_chat,,
tui đói bụng quá đi,general_chat,,
bot xàm quá,general_chat,,
tôi thích cậu rồi đó bot,general_chat,,
đỉnh quá vậy bot,general_chat,,
ngủ trưa ngon giấc nha,general_chat,,
hỏi một xíu đc k,general_chat,,
thôi bái bai cậu,general_chat,,
bot có biết nấu ăn k,general_chat,,
mấy hnay mưa bão sầu ghê,general_chat,,
cho tui ly trà sữa ảo đi,general_chat,,
hi vọng đc bot giúp đỡ nhìu,general_chat,,
đoán xem tui là ai,general_chat,,
chào mừng tới đại học,general_chat,,
cậu có nhận thức đc ko,general_chat,,
buồn ngủ rã rời,general_chat,,
tui thấy bot thân thiện đó,general_chat,,
cho xin icon mặt cười nha,general_chat,,
chào tui bằng tiếng anh đi,general_chat,,
thật tuyệt vời ông mặt trời,general_chat,,
bot là nam hay nữ z,general_chat,,
chúc một ngày học tập hiệu quả,general_chat,,
tòa A nằm ở khu nào vậy b,facility_query,building,
cho minh hoi toa a co phong may lanh k,facility_query,building,
tòa A là khu hành chính hay học vụ,facility_query,building,
ở toà A có thang máy hong,facility_query,building,
toa A cua truong minh nam o dau the,facility_query,building,
có lớp nào học ở tòa a k ạ,facility_query,building,
toa b hom nay co mo cua ko,facility_query,building,
tòa B có phòng thí nghiệm không nhỉ,facility_query,building,
mình có tiết ở tòa B mà k biết nó ở đoạn nào,facility_query,building,
khu nhà b là dành cho khoa nào,facility_query,building,
toa b gui xe o dau tien nhat,facility_query,building,
tòa b trường mình có máy nước uống ko,facility_query,building,
tòa c có bao nhiêu tầng thế,facility_query,building,
phòng học ở tòa c có bự khum,facility_query,building,
toa c co gan toa a khong,facility_query,building,
mình muốn hỏi thông tin về toà C,facility_query,building,
nghe nói tòa c mới xây xong phải ko,facility_query,building,
tòa C ở cơ sở 1 đúng k,facility_query,building,
bạn ơi tòa D nằm hướng nào cổng chính,facility_query,building,
toa d de lam gi vay,facility_query,building,
tòa d có chỗ nào ngồi nghỉ k,facility_query,building,
chức năng của toà D là gì thế,facility_query,building,
cho hỏi toà d có wc ở tầng 1 ko,facility_query,building,
toa d nay hoc ca ngay hay sao,facility_query,building,
toà e có mở buổi tối cho sv tự học k,facility_query,building,
thông tin các phòng ở tòa e,facility_query,building,
toa e xay lau chua,facility_query,building,
mình nghe nói tòa e đang sửa đúng khum,facility_query,building,
ở toà e có bán đồ ăn khong,facility_query,building,
tòa e nằm gần bãi xe nào,facility_query,building,
tòa f là chỗ nào vậy mn,facility_query,building,
toa f truong minh nam o dau,facility_query,building,
có ai biết tòa f làm việc đến mấy giờ k,facility_query,building,
toà F dạy thực hành hay lý thuyết,facility_query,building,
khu toà f có wifi free không,facility_query,building,
tòa f có bị cúp điện hôm nay k,facility_query,building,
toa f o khu trung tam dung khong,facility_query,building,
tòa g có phòng hội trường không,facility_query,building,
cho mình hỏi toà g chuyên về cái gì,facility_query,building,
toa g co cho nap the sv k,facility_query,building,
tòa G này có gần căn tin khum,facility_query,building,
xin thông tin toà g ạ,facility_query,building,
toa G là tòa nhà mới à,facility_query,building,
mình muốn tìm hiểu về các phòng ở tòa g,facility_query,building,
nhà điều hành nằm ở khúc nào,facility_query,building,
toà ndh là toà nào z,facility_query,building,
toa nha dieu hanh nam gan cong nao,facility_query,building,
có việc cần lên nhà điều hành thì đi giờ nào,facility_query,building,
nhà điều hành có tiếp sinh viên buổi chiều ko,facility_query,building,
toa ndh cho nop giay to o tang may,facility_query,building,
căn tin trường mình bán đồ ăn gì dợ,facility_query,canteen,
canteen có bán nước ép khum bạn,facility_query,canteen,
gia do an o can tin khoan bao nhieu,facility_query,canteen,
căn tin mở cửa từ mấy giờ đến mấy giờ,facility_query,canteen,
trưa nay căn tin có mở không,facility_query,canteen,
can tin nay co cho quet ma qr thanh toan chua,facility_query,canteen,
có bạt nào biết căn tin nằm ở đâu k,facility_query,canteen,
bên căn tin có bán cơm chay k ạ,facility_query,canteen,
can tin truong co may lanh ko vay,facility_query,canteen,
sức chứa của căn tin khoảng bn người,facility_query,canteen,
căn tin có bán đồ ăn sáng khum,facility_query,canteen,
muon xem menu cua cang tin thi vao dau,facility_query,canteen,
canteen trường có wifi cho sv không,facility_query,canteen,
canteen có chỗ sạc lap k,facility_query,canteen,
căn tin nay co cho sv tu mang do an vao ko,facility_query,canteen,
canteen trường nằm khu vực nào,facility_query,canteen,
can tin nam o tang may vay,facility_query,canteen,
cho mình hỏi căn tin nghỉ bán lúc mấy giờ,facility_query,canteen,
can tin co giao hang tan phong hoc khong,facility_query,canteen,
thức ăn căn tin có đảm bảo atvstp k,facility_query,canteen,
căn tin có đông vào buổi trưa k,facility_query,canteen,
cho hoi can tin co ban the dien thoai k,facility_query,canteen,
canteen gần tòa nào nhất,facility_query,canteen,
căn tin có nhận chuyển khoản khum,facility_query,canteen,
mua đồ ở căn tin có cần thẻ sv ko,facility_query,canteen,
can tin hien tai con cho ngoi k,facility_query,canteen,
đồ ăn ở canteen có rẻ không,facility_query,canteen,
ở căn tin có bán văn phòng phẩm ko,facility_query,canteen,
canteen trường ở đâu thế,facility_query,canteen,
căn tin hnay co nhung mon gi,facility_query,canteen,
căn tin nằm ở hướng nào của trường,facility_query,canteen,
khoảng cách từ thư viện ra căn tin có xa ko,facility_query,canteen,
canteen co ban nuoc ngot khong,facility_query,canteen,
cho e hỏi căn tin có bán cơm phần k,facility_query,canteen,
canteen trường có cho nợ khum,facility_query,canteen,
căn tin này sức chứa bnhieu vậy,facility_query,canteen,
canteen co mo ngay chu nhat k,facility_query,canteen,
căn tin có món nào ngon suggest tui dới,facility_query,canteen,
can tin buoi chieu co mo cua k,facility_query,canteen,
cho xin review can tin truong,facility_query,canteen,
căn tin có chỗ cho sv ngồi học bài ko,facility_query,canteen,
có ai biết sdt của canteen trường không,facility_query,canteen,
căn tin trường có chỗ rửa tay k,facility_query,canteen,
can tin co cho mua mang di khong,facility_query,canteen,
canteen trường có bán cafe k,facility_query,canteen,
ngồi lì ở canteen cả ngày dc ko,facility_query,canteen,
can tin trường có máy làm mát khum,facility_query,canteen,
căn tin nằm sau lưng toà A phải ko,facility_query,canteen,
cho hoi cang tin co ban snack khong,facility_query,canteen,
canteen bữa nay nghỉ à,facility_query,canteen,
thư viện mở cửa lúc mấy giờ,facility_query,library,
thư viện trường có cho sv ngoài vào ko,facility_query,library,
thu vien nay co wifi xai dc k,facility_query,library,
có thể mượn sách thư viện về nhà dc không,facility_query,library,
thu vien co phong tu hoc ko vay,facility_query,library,
quy định của thư viện trường như nào,facility_query,library,
thư viện có mở cuối tuần khum,facility_query,library,
cho e hỏi vị trí của thư viện,facility_query,library,
thu vien o toa nao zay,facility_query,library,
thư viện trường mình có sách chuyên ngành kinh tế k,facility_query,library,
thu vien co cho muon laptop ko,facility_query,library,
thư viện bao giờ đóng cửa,facility_query,library,
vao thu vien co can the sinh vien k,facility_query,library,
thư viện có chỗ nào cho thảo luận nhóm hông,facility_query,library,
thu vien nam o dau,facility_query,library,
thư viện ở tầng mấy của toà nhà trung tâm,facility_query,library,
thư viện trường có máy lạnh k,facility_query,library,
ở thư viện có máy in tài liệu cho sv ko,facility_query,library,
thu vien hien co dong nguoi ko,facility_query,library,
muốn gia hạn sách mượn ở thư viện thì ntn,facility_query,library,
thu vien truong m co rong ko,facility_query,library,
có dc mang đồ ăn nhẹ vào thư viện k,facility_query,library,
thư viện có khu nào để ngủ trưa k,facility_query,library,
thu vien truong sach co cap nhat moi khong,facility_query,library,
chiều nay thư viện có mở cửa hông,facility_query,library,
cần thông tin liên hệ của thư viện,facility_query,library,
thư viện nằm ở khu vực nào dợ,facility_query,library,
thu vien co cho muon truyen tranh doc ko,facility_query,library,
thư viện trường có cho sạc điện thoại k,facility_query,library,
đánh mất thẻ sv thì có vô thư viện đc ko,facility_query,library,
thu vien co may tinh de ban xai chung ko,facility_query,library,
có ai ở thư viện cho tui hỏi xíu,facility_query,library,
thu vien mien phi hay phai tra tien muon sach,facility_query,library,
thư viện có yên tĩnh ko,facility_query,library,
mượn sách ở thư viện tối đa bao nhiêu quyển,facility_query,library,
thu vien truong dong cua mat roi dung k,facility_query,library,
muốn mượn phòng họp trong thư viện thì đk ntn,facility_query,library,
thu vien co he thong tim sach online chua,facility_query,library,
thư viện trường mình có sách ngoại văn k,facility_query,library,
trong thu vien co cho uong nuoc ko,facility_query,library,
mình muốn biết thư viện nằm gần khu nào,facility_query,library,
thu vien mo cua nhung ngay nao trong tuan,facility_query,library,
thư viện có điều hoà k dợ,facility_query,library,
được mang balo vô thư viện không bạn,facility_query,library,
thu vien truong co may tang,facility_query,library,
tới thư viện thì đi lối nào tiện nhất,facility_query,library,
thu vien gio nay con cho k ae,facility_query,library,
thư viện mở cửa buổi trưa hay nghỉ v,facility_query,library,
phòng tự học trong thư viện có bị giới hạn tgian ko,facility_query,library,
thu vien truong co dep k,facility_query,library,
bãi giữ xe nằm ở đâu z,facility_query,parking,
nha xe cua truong o khu nao,facility_query,parking,
trường mình có mấy bãi đỗ xe,facility_query,parking,
bãi xe sinh viên có gửi qua đêm dc ko,facility_query,parking,
nha xe co mai che k vay,facility_query,parking,
phí gửi xe ở trường là bao nhiêu,facility_query,parking,
nha xe truong minh gui xe tay ga the nao,facility_query,parking,
bãi giữ xe mở cửa lúc mấy giờ,facility_query,parking,
đóng cửa nhà xe lúc mấy giờ vậy ad,facility_query,parking,
nha xe cua truong nam gan toa nao nhat,facility_query,parking,
bãi xe trường có giữ nón bảo hiểm ko,facility_query,parking,
nha xe hom nay co dong qua ko,facility_query,parking,
khu giữ xe có bị ngập nước khi mưa khum,facility_query,parking,
o nha xe co cho xuc xang k,facility_query,parking,
bãi đỗ xe có chỗ gửi xe đạp ko,facility_query,parking,
cho em hỏi nhà xe sinh viên nằm ở đoạn nào,facility_query,parking,
nha xe may xai the giay hay the tu,facility_query,parking,
bãi xe trường có camera an ninh k,facility_query,parking,
mình muốn hỏi về giờ hoạt động bãi giữ xe,facility_query,parking,
bãi đỗ xe hơi cho sinh viên ở đâu,facility_query,parking,
nha xe dang dong ghe luon ha mn,facility_query,parking,
bãi đỗ xe có chỗ sạc xe điện ko,facility_query,parking,
mat the xe o nha xe thi giai quyet ntn,facility_query,parking,
nha xe truong minh thu ve tich luy thang k,facility_query,parking,
bãi xe nam ở cổng nào của trường,facility_query,parking,
nha xe rông khoảng bn mét vuông,facility_query,parking,
nếu đi trễ thì bãi giữ xe có còn chỗ không,facility_query,parking,
khu do xe de dc bao nhieu chiec z,facility_query,parking,
bãi giữ xe có thẻ tháng hong,facility_query,parking,
dang ki the xe thang o nha xe nhu nao,facility_query,parking,
bãi xe trường mình nằm dưới tầng hầm à,facility_query,parking,
nha xe nao de xe mien phi k,facility_query,parking,
bãi gửi xe có giữ xe máy cuối tuần ko,facility_query,parking,
bãi đỗ xe gần thư viện nhất là bãi nào,facility_query,parking,
gui xe o bai xe ton may ngan vay,facility_query,parking,
nha xe cua sv va giang vien co chung k,facility_query,parking,
bãi giữ xe trường có nhận giữ đồ ko,facility_query,parking,
hỏi vị trí của bãi đỗ xe trường mình,facility_query,parking,
o nha xe co cho bom banh xe khum,facility_query,parking,
bãi gửi xe có làm việc ngày lễ k,facility_query,parking,
gui xe oto vao bai xe truong mat bao nhieu,facility_query,parking,
bãi xe trường có phân khu k,facility_query,parking,
nha xe sv nam o phia trc hay sau truong,facility_query,parking,
có mấy cổng vào bãi xe z,facility_query,parking,
bãi giữ xe bao quát cả trường hay nằm 1 góc,facility_query,parking,
bai xe cho xe dap dien co the tu k,facility_query,parking,
nha xe mo som nhat luc may gio,facility_query,parking,
từ bãi giữ xe qua toà a xa hong,facility_query,parking,
nha xe truong gui ngoai gio hc co dc k,facility_query,parking,
thông tin bãi đỗ xe của trường,facility_query,parking,
phòng y tế nằm ở đâu vậy ạ,facility_query,room_medical,
phong y te truong co thuoc dau da day k,facility_query,room_medical,
mình bị cảm thì lên phòng y tế xin thuốc dc k,facility_query,room_medical,
phòng y tế có bác sĩ trực ko,facility_query,room_medical,
phong y te nam o toa nao zay,facility_query,room_medical,
trường mình có phòng y tế không,facility_query,room_medical,
phòng y tế mở cửa tới mấy giờ,facility_query,room_medical,
phong y te truong m co giuong nam k,facility_query,room_medical,
đau bụng quá xin xuống phòng y tế nằm dc ko,facility_query,room_medical,
phòng y tế làm việc thứ 7 ko,facility_query,room_medical,
phong y te nam o tang may vay,facility_query,room_medical,
lấy thuốc ở phòng y tế có tốn tiền k,facility_query,room_medical,
chức năng của phòng y tế trường là gì,facility_query,room_medical,
cho xin vi tri phong y te,facility_query,room_medical,
phòng y tế có đồ sơ cứu vết thương k,facility_query,room_medical,
phong y te truong co kham benh mien phi khong,facility_query,room_medical,
mình muốn hỏi giờ nghỉ trưa của phòng y tế,facility_query,room_medical,
phong y te co cap the bhyt k,facility_query,room_medical,
phòng y tế trường nằm gần khu nào,facility_query,room_medical,
phong y te cua truong rong khong,facility_query,room_medical,
cần bông băng thì ghé phòng y tế dc hong,facility_query,room_medical,
phòng y tế có máy đo huyết áp khum,facility_query,room_medical,
sdt lien he phong y te la so may,facility_query,room_medical,
phòng y tế có nhận xử lý gãy xương tạm k,facility_query,room_medical,
có ai biết phòng y tế nằm góc nào k,facility_query,room_medical,
phong y te dang co ng truc ko,facility_query,room_medical,
phòng y tế trường mình có thuốc say nắng ko,facility_query,room_medical,
phòng y tế hoạt động lúc nào,facility_query,room_medical,
toi phong y te co can the sv ko,facility_query,room_medical,
phòng y tế nằm dưới trệt hay trên lầu,facility_query,room_medical,
phong y te co can thiem y te chuyen sau k,facility_query,room_medical,
giờ mở cửa của phòng y tế,facility_query,room_medical,
phong y te truong minh hay dong cua k,facility_query,room_medical,
thuốc ở phòng y tế có đa dạng k,facility_query,room_medical,
phòng y tế có cho nghỉ ngơi khi mệt ko,facility_query,room_medical,
minh muon tim hieu ve phong y te,facility_query,room_medical,
phòng y tế có băng cá nhân khong,facility_query,room_medical,
phong y te co do nhiet do ko,facility_query,room_medical,
ở phòng y tế có nước suối k,facility_query,room_medical,
thông tin phòng y tế trường đh,facility_query,room_medical,
truong mjnh co tram y te o dau k,facility_query,room_medical,
phong y te cua sv nam cho nao,facility_query,room_medical,
có thể xin giấy nghỉ ốm từ phòng y tế ko,facility_query,room_medical,
y te cua truong nam o dau the,facility_query,room_medical,
phòng y tế nghỉ lúc mấy giờ chiều,facility_query,room_medical,
phong y te co tui chom da k,facility_query,room_medical,
phòng y tế xử lý trúng gió dc hong,facility_query,room_medical,
địa điểm phòng y tế của cơ sở 1,facility_query,room_medical,
phong y te mien phi dung ko,facility_query,room_medical,
cho hỏi khu y tế ở chỗ nào,facility_query,room_medical,
phòng CTSV nằm ở tầng nào,facility_query,room_pctsv,
phòng công tác sinh viên làm việc tới mấy giờ,facility_query,room_pctsv,
phong ctsv cua truong o dau vay,facility_query,room_pctsv,
để nộp giấy xác nhận sv thì tới pctsv giờ nào,facility_query,room_pctsv,
phòng ctsv giải quyết mấy vấn đề gì,facility_query,room_pctsv,
phong cong tac sinh vien mo cua tu may gio,facility_query,room_pctsv,
muốn gặp phòng ctsv thì đi toà nào,facility_query,room_pctsv,
phòng ctsv có giải quyết việc rèn luyện k,facility_query,room_pctsv,
phong ctsv truong minh co rep email ko,facility_query,room_pctsv,
cần sdt của phòng công tác sinh viên,facility_query,room_pctsv,
phòng ctsv có cấp lại thẻ sv khum,facility_query,room_pctsv,
phong ctsv trua co nghi an com k,facility_query,room_pctsv,
phòng công tác hssv ở đâu,facility_query,room_pctsv,
xin thong tin phong ctsv,facility_query,room_pctsv,
phòng ctsv có tiếp sinh viên buổi chiều thứ 6 ko,facility_query,room_pctsv,
phong ctsv xac nhan vay von o dau vay,facility_query,room_pctsv,
khoảng cách từ bãi xe lên phòng ctsv,facility_query,room_pctsv,
phòng ctsv năm nay ở chỗ cũ hay chuyển r,facility_query,room_pctsv,
nộp đơn học bổng cho phòng ctsv phòng mấy,facility_query,room_pctsv,
pctsv co lam viec ngay thu 7 hong,facility_query,room_pctsv,
phòng công tác sinh viên nằm toà trung tâm à,facility_query,room_pctsv,
cho xin giờ làm việc của phòng ctsv,facility_query,room_pctsv,
phong ctsv giai quyet diem ren luyen tu may gio,facility_query,room_pctsv,
phòng ctsv nằm góc nào trường m,facility_query,room_pctsv,
phong ctsv thuoc day nha nao,facility_query,room_pctsv,
ai cho e biết phòng ctsv ở đâu k,facility_query,room_pctsv,
phòng công tác sinh viên có xử lý kỷ luật ko,facility_query,room_pctsv,
phong ctsv o truong la phong so may,facility_query,room_pctsv,
cần lên phòng ctsv thì đi cầu thang nào,facility_query,room_pctsv,
phong ctsv truc ca trua k,facility_query,room_pctsv,
có thể gọi điện nhờ phòng ctsv tư vấn đc k,facility_query,room_pctsv,
phòng ctsv giải đáp thắc mắc về đoàn thanh niên k,facility_query,room_pctsv,
pctsv dang tiep sv ha mn,facility_query,room_pctsv,
phòng ctsv làm giấy tờ nhanh ko,facility_query,room_pctsv,
phong ctsv chua mo cua ah,facility_query,room_pctsv,
phòng công tác sinh viên có cấp giấy chứng nhận sv ko,facility_query,room_pctsv,
pctsv nam o co so 1 hay co so 2,facility_query,room_pctsv,
phong ctsv co giai quyet vu noi tru ko,facility_query,room_pctsv,
chức năng của phòng ctsv là làm gì,facility_query,room_pctsv,
hỏi vị trí của phòng công tác sinh viên,facility_query,room_pctsv,
phong ctsv nam ke ben phong dao tao ha,facility_query,room_pctsv,
thứ 2 phòng ctsv có mở sớm k,facility_query,room_pctsv,
cho hoi phong ctsv cua truong dh o dau,facility_query,room_pctsv,
phòng ctsv có nhận làm bảo hiểm tai nạn ko,facility_query,room_pctsv,
len pctsv can mang theo the sv khong,facility_query,room_pctsv,
phòng ctsv đóng cửa lúc mấy giờ,facility_query,room_pctsv,
phong ctsv o phong bao nhieu z,facility_query,room_pctsv,
phòng công tác sinh viên ở tầng 1 phải k,facility_query,room_pctsv,
thong tin chi tiet phong ctsv,facility_query,room_pctsv,
mình cần hỏi vị trí pctsv,facility_query,room_pctsv,
phòng đào tạo ở đâu vậy mn,facility_query,room_pdt,
phong dao tao co giai quyet vu dang ky mon hoc k,facility_query,room_pdt,
cho hỏi giờ làm việc của phòng đào tạo,facility_query,room_pdt,
phòng đào tạo trường nằm ở toà nào,facility_query,room_pdt,
phong dao tao co tiep sinh vien buoi chieu hong,facility_query,room_pdt,
rút môn học thì lên phòng đào tạo giờ nào,facility_query,room_pdt,
phòng qldt ở tầng mấy,facility_query,room_pdt,
phong dao tao giai quyet viec cap bang o khu nao,facility_query,room_pdt,
muốn xin bảng điểm thì tới phòng pđt ở đâu,facility_query,room_pdt,
pđt có làm việc sáng thứ 7 ko,facility_query,room_pdt,
phong dao tao co dong sv dợi k,facility_query,room_pdt,
số điện thoại hotline của phòng đào tạo là số nào,facility_query,room_pdt,
phòng đào tạo nằm phía nào của trường,facility_query,room_pdt,
phong dao tao co giai quyet rot mon k,facility_query,room_pdt,
phòng pđt đóng cửa giờ nghỉ trưa k,facility_query,room_pdt,
phong dao tao co dong cua thu 6 khum,facility_query,room_pdt,
xin thông tin liên hệ phòng đào tạo,facility_query,room_pdt,
phòng đt nằm ở dãy nào thế,facility_query,room_pdt,
phong dao tao hien co dang tiep ng k,facility_query,room_pdt,
pđt xử lý huỷ môn từ mấy giờ đến mấy giờ,facility_query,room_pdt,
phong dao tao nam ke pctsv khong,facility_query,room_pdt,
phòng đt trường mở lúc mấy h,facility_query,room_pdt,
pdt giai quyet dang ky tin chi o phong so may,facility_query,room_pdt,
có ai biết phòng pđt dời đi đâu ko,facility_query,room_pdt,
phong dao tao co xu ly vu thi ho k,facility_query,room_pdt,
phòng pdt ở cơ sở mấy,facility_query,room_pdt,
p dao tao nam ngay sảnh chinh a,facility_query,room_pdt,
giờ hành chính của phòng đào tạo,facility_query,room_pdt,
phong dao tao buoi sang mo cua tu may h,facility_query,room_pdt,
phòng đào tạo có xử lý phúc khảo k,facility_query,room_pdt,
phong qldt cua truong minh nam vi tri nao,facility_query,room_pdt,
tới phòng đào tạo hỏi lịch thi đc khum,facility_query,room_pdt,
phong pdt co in bang diem mien phi ko,facility_query,room_pdt,
phòng pdt đóng cửa lúc 5h hay 4h30,facility_query,room_pdt,
cho e hỏi phòng pđt ở đâu á mn,facility_query,room_pdt,
phong dao tao o tren lau dung hong,facility_query,room_pdt,
chức năng chính của phòng đào tạo là gì,facility_query,room_pdt,
phong pdt giup giai quyet bao luu k,facility_query,room_pdt,
bạn ơi phòng đào tạo ở chỗ nào á,facility_query,room_pdt,
pđt có nhận đk môn trực tiếp ko,facility_query,room_pdt,
phong dao tao o phong bn z,facility_query,room_pdt,
phòng đt nằm tầng trệt hay trên lầu,facility_query,room_pdt,
pdt hnay co truc chua,facility_query,room_pdt,
mình muốn tìm hiểu quy định từ phòng đào tạo,facility_query,room_pdt,
phong pdt nay xu ly lich hoc ha,facility_query,room_pdt,
xin vị trí cụ thể phòng đào tạo,facility_query,room_pdt,
phong pdt co ho tro sinh vien qua đt k,facility_query,room_pdt,
phòng đào tạo trường mình có đông ng ko,facility_query,room_pdt,
thông tin về phòng đào tạo đh,facility_query,room_pdt,
phong quan ly dao tao o cho nao kkk,facility_query,room_pdt,
trường mình có phòng nghỉ cho sv ko,facility_query,room_resting,
phong nghi trua cua sv o dau z,facility_query,room_resting,
phòng nghỉ ngơi mở cửa lúc nào,facility_query,room_resting,
phong nghi co may lanh khong ban,facility_query,room_resting,
cho mình hỏi phòng nghỉ trưa nằm ở toà nào,facility_query,room_resting,
phong nghi co giuong nam hay la ghe,facility_query,room_resting,
đăng ký phòng nghỉ ở đâu,facility_query,room_resting,
phong resting truong minh dong cua may h,facility_query,room_resting,
phòng nghỉ có cho nằm qua đêm ko,facility_query,room_resting,
phong nghi cua truong co free k,facility_query,room_resting,
mình muốn hỏi vị trí phòng nghỉ thư giãn,facility_query,room_resting,
phong nghi danh cho sinh vien co o khu nao,facility_query,room_resting,
phòng nghỉ có yên tĩnh k để tui ngủ trưa,facility_query,room_resting,
phong nghi co gioi han thoi gian k,facility_query,room_resting,
phòng nghỉ sức chứa bnhieu ng,facility_query,room_resting,
phong nghi trua o tang may vay b,facility_query,room_resting,
cho hoi phong nghi truong o dau m k biet,facility_query,room_resting,
phòng nghỉ có phân nam nữ riêng khum,facility_query,room_resting,
phong nghi sv co wc ban trong k,facility_query,room_resting,
trưa nay phòng nghỉ có đông hong,facility_query,room_resting,
phòng nghỉ có wifi ko,facility_query,room_resting,
phong nghi cua truong minh ten gi vay,facility_query,room_resting,
phòng nghỉ này nằm ở cơ sở nào,facility_query,room_resting,
phong nghi co cho sac dien thoai hong,facility_query,room_resting,
giờ hoạt động của phòng nghỉ,facility_query,room_resting,
phong nghi ngutrua cua truong rong hong,facility_query,room_resting,
ở phòng nghỉ có chăn gối ko,facility_query,room_resting,
phong nghi nay la cua sinh vien khoa nao,facility_query,room_resting,
trường đh có phòng resting room hông,facility_query,room_resting,
